安阳	恒大绿洲	5805	元/平米	<strong>5805</strong> 元/平米		
安庆	恒大绿洲	7980	元/平米	<strong>7980</strong> 元/平米		
北京	恒大山水城	16941	元/平米	<strong>16941</strong> 元/平米		
北京	恒大领寓	46607	元/平米	<strong>46607</strong> 元/平米		
北京	恒大御景湾	30438	元/平米	<strong>30438</strong> 元/平米		
北京	恒大城(顺沙路)	21631	元/平米	<strong>21631</strong> 元/平米		
北京	恒大未来城	60412	元/平米	<strong>60412</strong> 元/平米		
北京	恒大华府(东坝路)	112915	元/平米	<strong>112915</strong> 元/平米		
北京	恒大金碧天下	16623	元/平米	<strong>16623</strong> 元/平米		
北京	恒大丽宫(林荫路)	83086	元/平米	<strong>83086</strong> 元/平米		
北京	恒大华府	134368	元/平米	<strong>134368</strong> 元/平米		
北京	恒大书院(红军营东路15号)	91557	元/平米	<strong>91557</strong> 元/平米		
北京	信恒大厦	93837	元/平米	<strong>93837</strong> 元/平米		
包头	恒大华府	7300	元/平米	<strong>7300</strong> 元/平米		
包头	恒大名都	6860	元/平米	<strong>6860</strong> 元/平米		
包头	恒大帝景	8134	元/平米	<strong>8134</strong> 元/平米		
包头	九原区恒大华府	7482	元/平米	<strong>7482</strong> 元/平米		
蚌埠	恒大御景湾	8516	元/平米	<strong>8516</strong> 元/平米		
蚌埠	恒大御景湾	8718	元/平米	<strong>8718</strong> 元/平米		
蚌埠	恒大翡翠华庭(东海大道)	暂无均价	暂无均价	暂无均价		
北海	恒大御景半岛(金海岸大道88号)	7917	元/平米	<strong>7917</strong> 元/平米		
北海	恒大名都(上海路88号)	7829	元/平米	<strong>7829</strong> 元/平米		
亳州	恒大城	5963	元/平米	<strong>5963</strong> 元/平米		
成都	恒大金碧天下	8807	元/平米	<strong>8807</strong> 元/平米		
成都	恒大绿洲	11178	元/平米	<strong>11178</strong> 元/平米		
成都	恒大帝景	5808	元/平米	<strong>5808</strong> 元/平米		
成都	恒大新城	7855	元/平米	<strong>7855</strong> 元/平米		
成都	恒大名都	13354	元/平米	<strong>13354</strong> 元/平米		
成都	恒大御景半岛	6832	元/平米	<strong>6832</strong> 元/平米		
成都	恒大曹家巷广场	13456	元/平米	<strong>13456</strong> 元/平米		
成都	恒大城	10114	元/平米	<strong>10114</strong> 元/平米		
成都	恒大·西锦城	15397	元/平米	<strong>15397</strong> 元/平米		
成都	恒大中央广场	17185	元/平米	<strong>17185</strong> 元/平米		
成都	恒大曹家巷广场	12185	元/平米	<strong>12185</strong> 元/平米		
成都	恒大翡翠华庭	16518	元/平米	<strong>16518</strong> 元/平米		
成都	恒大广场(提督街99号)	23470	元/平米	<strong>23470</strong> 元/平米		
成都	恒大上林苑(公寓)	7433	元/平米	<strong>7433</strong> 元/平米		
成都	恒大望江华府公寓(大凉山路)	20517	元/平米	<strong>20517</strong> 元/平米		
成都	恒大上林苑(别墅)	11000	元/平米	<strong>11000</strong> 元/平米		
成都	恒大翡翠华庭	18853	元/平米	<strong>18853</strong> 元/平米		
成都	恒大望江华府商住楼(大凉山路)	21158	元/平米	<strong>21158</strong> 元/平米		
成都	恒大山水城	15367	元/平米	<strong>15367</strong> 元/平米		
成都	恒大雅苑	暂无均价	暂无均价	暂无均价		
重庆	恒大雅苑	7460	元/平米	<strong>7460</strong> 元/平米		
重庆	恒大照母山	11798	元/平米	<strong>11798</strong> 元/平米		
重庆	恒大帝景	7327	元/平米	<strong>7327</strong> 元/平米		
重庆	恒大御景湾	7080	元/平米	<strong>7080</strong> 元/平米		
重庆	恒大翡翠华庭(永川)	10166	元/平米	<strong>10166</strong> 元/平米		
重庆	恒大城	9264	元/平米	<strong>9264</strong> 元/平米		
重庆	恒大名都	16446	元/平米	<strong>16446</strong> 元/平米		
重庆	恒大金碧天下(公寓)	5610	元/平米	<strong>5610</strong> 元/平米		
重庆	恒大华府	13347	元/平米	<strong>13347</strong> 元/平米		
重庆	恒大御都会(嘉州路)	16283	元/平米	<strong>16283</strong> 元/平米		
重庆	恒大绿洲	12350	元/平米	<strong>12350</strong> 元/平米		
重庆	恒大城二期	8562	元/平米	<strong>8562</strong> 元/平米		
重庆	恒大世纪城(金山大道)	12992	元/平米	<strong>12992</strong> 元/平米		
重庆	恒大金碧天下别墅	11676	元/平米	<strong>11676</strong> 元/平米		
重庆	恒大城三期	8832	元/平米	<strong>8832</strong> 元/平米		
重庆	恒大世纪城	17154	元/平米	<strong>17154</strong> 元/平米		
重庆	恒大山水城	9319	元/平米	<strong>9319</strong> 元/平米		
重庆	恒大金碧天下(别墅)	10886	元/平米	<strong>10886</strong> 元/平米		
重庆	恒大御都会	15792	元/平米	<strong>15792</strong> 元/平米		
重庆	恒大郦晶城	10545	元/平米	<strong>10545</strong> 元/平米		
重庆	恒大金和名都	5697	元/平米	<strong>5697</strong> 元/平米		
重庆	恒大华府别墅	18981	元/平米	<strong>18981</strong> 元/平米		
长沙	恒大名都	7131	元/平米	<strong>7131</strong> 元/平米		
长沙	恒大雅苑	10853	元/平米	<strong>10853</strong> 元/平米		
长沙	恒大华府(岳麓)	13387	元/平米	<strong>13387</strong> 元/平米		
长沙	恒大城	10236	元/平米	<strong>10236</strong> 元/平米		
长沙	恒大绿洲	11851	元/平米	<strong>11851</strong> 元/平米		
长沙	恒大御景湾	13902	元/平米	<strong>13902</strong> 元/平米		
长沙	恒大江湾	10261	元/平米	<strong>10261</strong> 元/平米		
长沙	恒大金都	9068	元/平米	<strong>9068</strong> 元/平米		
长沙	恒大翡翠华庭	9809	元/平米	<strong>9809</strong> 元/平米		
长沙	恒大御景天下	13928	元/平米	<strong>13928</strong> 元/平米		
长沙	恒大御景半岛	12000	元/平米	<strong>12000</strong> 元/平米		
长沙	恒大国际广场	27313	元/平米	<strong>27313</strong> 元/平米		
长沙	恒大林溪郡(别墅)	11121	元/平米	<strong>11121</strong> 元/平米		
长沙	恒大华府(浏阳市)	13704	元/平米	<strong>13704</strong> 元/平米		
长沙	恒大林溪郡(公寓)	10748	元/平米	<strong>10748</strong> 元/平米		
长沙	恒大奥苑	9155	元/平米	<strong>9155</strong> 元/平米		
常州	恒大翡翠华庭	10655	元/平米	<strong>10655</strong> 元/平米		
长春	恒大绿洲	7649	元/平米	<strong>7649</strong> 元/平米		
长春	恒大御景南区	9299	元/平米	<strong>9299</strong> 元/平米		
长春	恒大名都	7480	元/平米	<strong>7480</strong> 元/平米		
长春	恒大雅苑	8105	元/平米	<strong>8105</strong> 元/平米		
长春	恒大翡翠华庭	7676	元/平米	<strong>7676</strong> 元/平米		
长春	恒大御峰	8013	元/平米	<strong>8013</strong> 元/平米		
长春	恒大城	7609	元/平米	<strong>7609</strong> 元/平米		
长春	恒大都市广场	8988	元/平米	<strong>8988</strong> 元/平米		
长春	恒大御景北区	9398	元/平米	<strong>9398</strong> 元/平米		
长春	长春恒大首府首期(腾飞大路)	8983	元/平米	<strong>8983</strong> 元/平米		
长春	恒大帝景	5748	元/平米	<strong>5748</strong> 元/平米		
长春	恒大江湾	7415	元/平米	<strong>7415</strong> 元/平米		
长春	恒大都市广场	8728	元/平米	<strong>8728</strong> 元/平米		
长春	恒大御景西区	9856	元/平米	<strong>9856</strong> 元/平米		
长春	恒大江湾	6598	元/平米	<strong>6598</strong> 元/平米		
长春	长春恒大净月公馆(公寓)	8163	元/平米	<strong>8163</strong> 元/平米		
长春	长春恒大净月公馆(别墅)	暂无均价	暂无均价	暂无均价		
长春	恒大雅苑首期	暂无均价	暂无均价	暂无均价		
沧州	恒大城北环	15209	元/平米	<strong>15209</strong> 元/平米		
滁州	恒大绿洲(东坡西路)	8214	元/平米	<strong>8214</strong> 元/平米		
滁州	恒大名都(中都大道)	8404	元/平米	<strong>8404</strong> 元/平米		
滁州	恒大江北帝景(大同路)	暂无均价	暂无均价	暂无均价		
大连	恒大帝景	15007	元/平米	<strong>15007</strong> 元/平米		
大连	大连恒大御景湾	14989	元/平米	<strong>14989</strong> 元/平米		
大连	恒大花园	6982	元/平米	<strong>6982</strong> 元/平米		
大连	恒大港湾(秀泊街)	8872	元/平米	<strong>8872</strong> 元/平米		
大连	恒大港湾	8372	元/平米	<strong>8372</strong> 元/平米		
大连	恒大檀溪郡	17603	元/平米	<strong>17603</strong> 元/平米		
大连	恒大西山檀府(柳树南街218号)	10600	元/平米	<strong>10600</strong> 元/平米		
东莞	恒大华府	16000	元/平米	<strong>16000</strong> 元/平米		
东莞	恒大雅苑	20175	元/平米	<strong>20175</strong> 元/平米		
东莞	恒大雅苑	19264	元/平米	<strong>19264</strong> 元/平米		
东莞	恒大御景	17789	元/平米	<strong>17789</strong> 元/平米		
东莞	恒大帝景	15433	元/平米	<strong>15433</strong> 元/平米		
东莞	恒大御湖	20455	元/平米	<strong>20455</strong> 元/平米		
东莞	恒大御景	17771	元/平米	<strong>17771</strong> 元/平米		
东莞	恒大绿洲花园	18621	元/平米	<strong>18621</strong> 元/平米		
东莞	恒大御景半岛（进港南路）	16773	元/平米	<strong>16773</strong> 元/平米		
东莞	恒大御景半岛	17742	元/平米	<strong>17742</strong> 元/平米		
大庆	恒大绿洲	6221	元/平米	<strong>6221</strong> 元/平米		
大同	恒大绿洲	6429	元/平米	<strong>6429</strong> 元/平米		
达州	恒大青年城	6563	元/平米	<strong>6563</strong> 元/平米		
达州	南外恒大品城	6065	元/平米	<strong>6065</strong> 元/平米		
佛山	恒大御景半岛	25000	元/平米	<strong>25000</strong> 元/平米		
佛山	恒大御景半岛	15801	元/平米	<strong>15801</strong> 元/平米		
佛山	恒大翡翠华庭	12980	元/平米	<strong>12980</strong> 元/平米		
佛山	恒大御景湾	14301	元/平米	<strong>14301</strong> 元/平米		
佛山	恒大御景	11000	元/平米	<strong>11000</strong> 元/平米		
佛山	佛山恒大御湖湾	11240	元/平米	<strong>11240</strong> 元/平米		
佛山	恒大御景半岛(别墅)	34710	元/平米	<strong>34710</strong> 元/平米		
佛山	恒大御景湾(工业大道)	26915	元/平米	<strong>26915</strong> 元/平米		
佛山	恒大绿洲	23619	元/平米	<strong>23619</strong> 元/平米		
福州	恒大城(东塘大道)	暂无均价	暂无均价	暂无均价		
阜阳	恒大绿洲(阜王路)	16489	元/平米	<strong>16489</strong> 元/平米		
抚顺	恒大华府	暂无均价	暂无均价	暂无均价		
防城港	恒大御景湾	5126	元/平米	<strong>5126</strong> 元/平米		
广州	恒大山水城	16119	元/平米	<strong>16119</strong> 元/平米		
广州	恒大绿洲	26831	元/平米	<strong>26831</strong> 元/平米		
广州	恒大御景湾	27135	元/平米	<strong>27135</strong> 元/平米		
广州	恒大银湖城	9125	元/平米	<strong>9125</strong> 元/平米		
广州	恒大御府	52393	元/平米	<strong>52393</strong> 元/平米		
广州	恒大御景半岛（别墅）	30000	元/平米	<strong>30000</strong> 元/平米		
广州	恒大绿洲（复式）	31384	元/平米	<strong>31384</strong> 元/平米		
广州	永恒大街	12150	元/平米	<strong>12150</strong> 元/平米		
广州	恒大御景半岛	27625	元/平米	<strong>27625</strong> 元/平米		
广州	恒大山水郡(S118)	14194	元/平米	<strong>14194</strong> 元/平米		
广州	恒大世纪花园	10824	元/平米	<strong>10824</strong> 元/平米		
广州	恒大世纪花园五期	14297	元/平米	<strong>14297</strong> 元/平米		
广州	恒大御景	10000	元/平米	<strong>10000</strong> 元/平米		
广州	恒大金碧天下	7746	元/平米	<strong>7746</strong> 元/平米		
广州	恒大珺睿	70678	元/平米	<strong>70678</strong> 元/平米		
广州	恒大城	11167	元/平米	<strong>11167</strong> 元/平米		
广州	恒大未来城八街区	10169	元/平米	<strong>10169</strong> 元/平米		
广州	恒大未来城九街区	20000	元/平米	<strong>20000</strong> 元/平米		
广州	恒大山水城(别墅)	25877	元/平米	<strong>25877</strong> 元/平米		
广州	恒大御湖湾花苑(樵山大道)	16436	元/平米	<strong>16436</strong> 元/平米		
广州	恒大翡翠华庭	8987	元/平米	<strong>8987</strong> 元/平米		
广州	恒大金碧天下别墅(清连高速)	暂无均价	暂无均价	暂无均价		
广州	恒大金碧天下公寓(清连高速)	暂无均价	暂无均价	暂无均价		
广州	泰恒大厦	13751	元/平米	<strong>13751</strong> 元/平米		
贵阳	恒大中央公园	17588	元/平米	<strong>17588</strong> 元/平米		
贵阳	恒大绿洲	5833	元/平米	<strong>5833</strong> 元/平米		
贵阳	贵阳白云区恒大城	6037	元/平米	<strong>6037</strong> 元/平米		
贵阳	恒大城	6057	元/平米	<strong>6057</strong> 元/平米		
贵阳	恒大翡翠华庭	5790	元/平米	<strong>5790</strong> 元/平米		
贵阳	恒大中央广场(北京西路)	7758	元/平米	<strong>7758</strong> 元/平米		
贵阳	恒大名都	6587	元/平米	<strong>6587</strong> 元/平米		
杭州	天恒大厦	20384	元/平米	<strong>20384</strong> 元/平米		
杭州	恒大帝景	20224	元/平米	<strong>20224</strong> 元/平米		
杭州	恒大水晶国际广场	29753	元/平米	<strong>29753</strong> 元/平米		
合肥	恒大帝景	10818	元/平米	<strong>10818</strong> 元/平米		
合肥	恒大华府	19906	元/平米	<strong>19906</strong> 元/平米		
合肥	恒大城	12960	元/平米	<strong>12960</strong> 元/平米		
合肥	合肥恒大城	12827	元/平米	<strong>12827</strong> 元/平米		
合肥	恒大中央广场	20000	元/平米	<strong>20000</strong> 元/平米		
合肥	恒大中心	17695	元/平米	<strong>17695</strong> 元/平米		
合肥	恒大中央广场	20349	元/平米	<strong>20349</strong> 元/平米		
合肥	合肥恒大绿洲	11347	元/平米	<strong>11347</strong> 元/平米		
合肥	巢湖恒大帝景(半汤路)	9782	元/平米	<strong>9782</strong> 元/平米		
哈尔滨	恒大绿洲	6963	元/平米	<strong>6963</strong> 元/平米		
哈尔滨	恒大名都	7458	元/平米	<strong>7458</strong> 元/平米		
哈尔滨	恒大帝景	9750	元/平米	<strong>9750</strong> 元/平米		
哈尔滨	恒大御景湾	9800	元/平米	<strong>9800</strong> 元/平米		
哈尔滨	恒大珺庭	13478	元/平米	<strong>13478</strong> 元/平米		
哈尔滨	恒大天地人和	12172	元/平米	<strong>12172</strong> 元/平米		
哈尔滨	恒大雅苑	6500	元/平米	<strong>6500</strong> 元/平米		
哈尔滨	恒大御峰小区	9530	元/平米	<strong>9530</strong> 元/平米		
哈尔滨	恒大锦苑	8440	元/平米	<strong>8440</strong> 元/平米		
哈尔滨	恒大丁香郡	6385	元/平米	<strong>6385</strong> 元/平米		
哈尔滨	恒大城	5023	元/平米	<strong>5023</strong> 元/平米		
哈尔滨	恒大帝景	9979	元/平米	<strong>9979</strong> 元/平米		
哈尔滨	恒大翡翠华庭	12789	元/平米	<strong>12789</strong> 元/平米		
海口	恒大•美丽沙	16183	元/平米	<strong>16183</strong> 元/平米		
海口	恒大海口湾	17570	元/平米	<strong>17570</strong> 元/平米		
海口	恒大名都	6578	元/平米	<strong>6578</strong> 元/平米		
海口	恒大文化旅游城	11344	元/平米	<strong>11344</strong> 元/平米		
海口	恒大外滩	12776	元/平米	<strong>12776</strong> 元/平米		
海口	恒大 御景湾	7039	元/平米	<strong>7039</strong> 元/平米		
海口	恒大•海花岛	8082	元/平米	<strong>8082</strong> 元/平米		
海口	恒大御景湾	6969	元/平米	<strong>6969</strong> 元/平米		
海口	地恒大美丽春天(224国道)	5469	元/平米	<strong>5469</strong> 元/平米		
海口	恒大海上帝景	13986	元/平米	<strong>13986</strong> 元/平米		
海口	信恒大厦	11501	元/平米	<strong>11501</strong> 元/平米		
呼和浩特	恒大雅苑	7379	元/平米	<strong>7379</strong> 元/平米		
呼和浩特	富恒大厦	7153	元/平米	<strong>7153</strong> 元/平米		
呼和浩特	恒大华府	暂无均价	暂无均价	暂无均价		
黄冈	恒大家园	3587	元/平米	<strong>3587</strong> 元/平米		
淮南	恒大绿洲	8217	元/平米	<strong>8217</strong> 元/平米		
